sensitivity_id,split_seed,target,configuration_id,pipeline_key,candidate_kind,selector,selector_parameter,branch,branch_kind,engineering_status,model_family,grid_id,parameters,score_source,training_patients,selected_group_count,selected_groups,selected_column_count,selected_column_names,fit_seconds
S01_101_FLAGS,18,direct,SEL_07,raw__extra_trees__threshold=median,selector_configuration,extra_trees,threshold=median,,raw,not_applicable,catboost,9,"{""auto_class_weights"": ""Balanced"", ""depth"": 4, ""iterations"": 600, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.03}",predict_proba,728,15,ANYFAMPD | DOMSIDE | DOPTHERST | GROUP_FREEZING_FORM | GROUP_NEUROQOL_FORM | GROUP_PART_IV_FORM | NHY_COMBINED_MAX | NP1CNST | NP1RTOT | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | NP3PSTBL_WAS_101_EVER | SCAU14 | Years_since_PD_diagnosis,25,Years_since_PD_diagnosis | FRZGT12M | SCAU14 | NQ_GAUSSIAN_REVISION | NP1RTOT | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | NHY_COMBINED_MAX | NP4TOT | NP1CNST | NP3PSTBL_WAS_101_EVER | FOG_FORM_MISSING | NQ_FORM_MISSING | PART_IV_FORM_MISSING | DOPTHERST_Missing | DOPTHERST_No | DOPTHERST_Yes | ANYFAMPD_Missing | ANYFAMPD_No | ANYFAMPD_Yes | DOMSIDE_Left | DOMSIDE_Right | DOMSIDE_Symmetric | DOMSIDE_Unknown,0.6614090410002973
S01_101_FLAGS,18,stage_1,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,extra_trees,threshold=1.25*median,,raw,not_applicable,extra_trees,5,"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 5, ""n_estimators"": 300}",predict_proba,728,13,ANYFAMPD | DOPTHERST | GROUP_FREEZING_FORM | GROUP_NEUROQOL_FORM | GROUP_PART_IV_FORM | NHY_COMBINED_MAX | NP1CNST | NP1RTOT | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | NP3TOT_COMBINED_MAX | Years_since_PD_diagnosis,20,Years_since_PD_diagnosis | FRZGT12M | NQ_GAUSSIAN_REVISION | NP1RTOT | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | NHY_COMBINED_MAX | NP3TOT_COMBINED_MAX | NP4TOT | NP1CNST | FOG_FORM_MISSING | NQ_FORM_MISSING | PART_IV_FORM_MISSING | DOPTHERST_Missing | DOPTHERST_No | DOPTHERST_Yes | ANYFAMPD_Missing | ANYFAMPD_No | ANYFAMPD_Yes,0.2796827079982904
S01_101_FLAGS,18,stage_2,SEL_07,raw__extra_trees__threshold=median,selector_configuration,extra_trees,threshold=median,,raw,not_applicable,random_forest,5,"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 5, ""n_estimators"": 300}",predict_proba,230,15,ANYFAMPD | DOMSIDE | DOPTHERST | DXPOSINS | DXRIGID | FEATPOSHYP | GROUP_FREEZING_FORM | GROUP_NEUROQOL_FORM | GROUP_PART_IV_FORM | NHY_COMBINED_MAX | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | SCAU14 | Years_since_PD_diagnosis,31,Years_since_PD_diagnosis | FRZGT12M | SCAU14 | NQ_GAUSSIAN_REVISION | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | NHY_COMBINED_MAX | NP4TOT | FOG_FORM_MISSING | NQ_FORM_MISSING | PART_IV_FORM_MISSING | DXPOSINS_No | DXPOSINS_Unknown | DXPOSINS_Yes | DXRIGID_No | DXRIGID_Unknown | DXRIGID_Yes | DOPTHERST_Missing | DOPTHERST_No | DOPTHERST_Yes | FEATPOSHYP_No | FEATPOSHYP_Uncertain | FEATPOSHYP_Yes | ANYFAMPD_Missing | ANYFAMPD_No | ANYFAMPD_Yes | DOMSIDE_Left | DOMSIDE_Right | DOMSIDE_Symmetric | DOMSIDE_Unknown,0.2721089589977055
S01_101_FLAGS,19,direct,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,corrected_fdr,q<=0.05,,raw,not_applicable,linear_svc,3,"{""C"": 1.0, ""class_weight"": ""balanced""}",normalized_decision_score,728,22,ANYFAMPD | Age | DOPTHERST | GDS_TOTAL | GROUP_FREEZING_FORM | GROUP_NEUROQOL_FORM | GROUP_PART_IV_FORM | MCATOT | NHY_COMBINED_MAX | NHY_WAS_101_EVER | NP1CNST | NP1RTOT | NP1SLPD | NP1URIN | NP3GAIT_COMBINED_MAX | NP3GAIT_WAS_101_EVER | NP3PSTBL_COMBINED_MAX | NP3PSTBL_WAS_101_EVER | NP3TOT_COMBINED_MAX | SCAU14 | SCAU16 | Years_since_PD_diagnosis,29,Years_since_PD_diagnosis | Age | MCATOT | FRZGT12M | SCAU14 | SCAU16 | GDS_TOTAL | NQ_GAUSSIAN_REVISION | NP1RTOT | NP1SLPD | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | NHY_COMBINED_MAX | NP3TOT_COMBINED_MAX | NP4TOT | NP1CNST | NP3GAIT_WAS_101_EVER | NP3PSTBL_WAS_101_EVER | NHY_WAS_101_EVER | FOG_FORM_MISSING | NQ_FORM_MISSING | PART_IV_FORM_MISSING | DOPTHERST_Missing | DOPTHERST_No | DOPTHERST_Yes | ANYFAMPD_Missing | ANYFAMPD_No | ANYFAMPD_Yes,0.2648604169989994
S01_101_FLAGS,19,stage_1,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,extra_trees,threshold=1.25*median,,raw,not_applicable,logistic,1,"{""C"": 0.1, ""class_weight"": ""balanced""}",predict_proba,728,9,GROUP_FREEZING_FORM | GROUP_NEUROQOL_FORM | GROUP_PART_IV_FORM | NHY_COMBINED_MAX | NP1CNST | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | Years_since_PD_diagnosis,12,Years_since_PD_diagnosis | FRZGT12M | NQ_GAUSSIAN_REVISION | NP1URIN | NP3GAIT_COMBINED_MAX | NP3PSTBL_COMBINED_MAX | NHY_COMBINED_MAX | NP4TOT | NP1CNST | FOG_FORM_MISSING | NQ_FORM_MISSING | PART_IV_FORM_MISSING,0.1233697919997212
S01_101_FLAGS,19,stage_2,SEL_03,raw__l1__C=0.1,selector_configuration,l1,C=0.1,,raw,not_applicable,linear_svc,1,"{""C"": 0.1, ""class_weight"": ""balanced""}",normalized_decision_score,230,6,GROUP_FREEZING_FORM | GROUP_NEUROQOL_FORM | GROUP_PART_IV_FORM | NHY_COMBINED_MAX | SCAU14 | Years_since_PD_diagnosis,9,Years_since_PD_diagnosis | FRZGT12M | SCAU14 | NQ_GAUSSIAN_REVISION | NHY_COMBINED_MAX | NP4TOT | FOG_FORM_MISSING | NQ_FORM_MISSING | PART_IV_FORM_MISSING,0.08399308300067787
S02_ON_OFF,0,direct,ENG_01,engineering__INT_GAIT_X_POSTURAL_STABILITY,engineered_representation,none,all,INT_GAIT_X_POSTURAL_STABILITY,interaction,not_constructible,catboost,9,"{""auto_class_weights"": ""Balanced"", ""depth"": 4, ""iterations"": 600, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.03}",predict_proba,728,24,ANYFAMPD | Age | BMI | DOMSIDE | DOPTHERST | DXBRADY | DXPOSINS | DXRIGID | DXTREMOR | FEATPOSHYP | GDS_TOTAL | GROUP_FREEZING_FORM | GROUP_NEUROQOL_FORM | GROUP_PART_III_OFF_STATE | GROUP_PART_III_ON_STATE | GROUP_PART_IV_FORM | MCATOT | NP1CNST | NP1RTOT | NP1SLPD | NP1URIN | SCAU14 | SCAU16 | Years_since_PD_diagnosis,53,Years_since_PD_diagnosis | Age | MCATOT | FRZGT12M | SCAU14 | SCAU16 | GDS_TOTAL | NQ_GAUSSIAN_REVISION | NP1RTOT | BMI | NP1SLPD | NP1URIN | NP4TOT | NP1CNST | NP3TOT_ON_MAX | NP3GAIT_ON_MAX | NP3PSTBL_ON_MAX | NHY_ON_MAX | NP3TOT_OFF_MAX | NP3GAIT_OFF_MAX | NP3PSTBL_OFF_MAX | NHY_OFF_MAX | FOG_FORM_MISSING | NQ_FORM_MISSING | PART_IV_FORM_MISSING | ON_STATE_AVAILABLE | OFF_STATE_AVAILABLE | DXPOSINS_Missing | DXPOSINS_No | DXPOSINS_Unknown | DXPOSINS_Yes | DXRIGID_No | DXRIGID_Unknown | DXRIGID_Yes | DOPTHERST_Missing | DOPTHERST_No | DOPTHERST_Yes | FEATPOSHYP_No | FEATPOSHYP_Uncertain | FEATPOSHYP_Yes | ANYFAMPD_Missing | ANYFAMPD_No | ANYFAMPD_Yes | DXTREMOR_No | DXTREMOR_Unknown | DXTREMOR_Yes | DXBRADY_No | DXBRADY_Unknown | DXBRADY_Yes | DOMSIDE_Left | DOMSIDE_Right | DOMSIDE_Symmetric | DOMSIDE_Unknown,0.5178779580019182
S02_ON_OFF,0,stage_1,ENG_06,engineering__PCA_PART_I_PATIENT_3_90,engineered_representation,none,all,PCA_PART_I_PATIENT_3_90,pca,constructed,rbf_svc,1,"{""C"": 0.1, ""class_weight"": ""balanced"", ""gamma"": ""scale""}",predict_proba,728,25,ANYFAMPD | Age | BMI | DOMSIDE | DOPTHERST | DXBRADY | DXPOSINS | DXRIGID | DXTREMOR | FEATPOSHYP | GDS_TOTAL | GROUP_FREEZING_FORM | GROUP_NEUROQOL_FORM | GROUP_PART_III_OFF_STATE | GROUP_PART_III_ON_STATE | GROUP_PART_IV_FORM | MCATOT | NP1CNST | NP1RTOT | NP1SLPD | NP1URIN | PCA_PART_I_PATIENT_3_90 | SCAU14 | SCAU16 | Years_since_PD_diagnosis,53,Years_since_PD_diagnosis | Age | MCATOT | FRZGT12M | SCAU14 | SCAU16 | GDS_TOTAL | NQ_GAUSSIAN_REVISION | NP1RTOT | BMI | NP4TOT | NP3TOT_ON_MAX | NP3GAIT_ON_MAX | NP3PSTBL_ON_MAX | NHY_ON_MAX | NP3TOT_OFF_MAX | NP3GAIT_OFF_MAX | NP3PSTBL_OFF_MAX | NHY_OFF_MAX | FOG_FORM_MISSING | NQ_FORM_MISSING | PART_IV_FORM_MISSING | ON_STATE_AVAILABLE | OFF_STATE_AVAILABLE | DXPOSINS_Missing | DXPOSINS_No | DXPOSINS_Unknown | DXPOSINS_Yes | DXRIGID_No | DXRIGID_Unknown | DXRIGID_Yes | DOPTHERST_Missing | DOPTHERST_No | DOPTHERST_Yes | FEATPOSHYP_No | FEATPOSHYP_Uncertain | FEATPOSHYP_Yes | ANYFAMPD_Missing | ANYFAMPD_No | ANYFAMPD_Yes | DXTREMOR_No | DXTREMOR_Unknown | DXTREMOR_Yes | DXBRADY_No | DXBRADY_Unknown | DXBRADY_Yes | DOMSIDE_Left | DOMSIDE_Right | DOMSIDE_Symmetric | DOMSIDE_Unknown | PCA_PART_I_PATIENT_3_90_PC1 | PCA_PART_I_PATIENT_3_90_PC2 | PCA_PART_I_PATIENT_3_90_PC3,0.16077141699861386
S02_ON_OFF,0,stage_2,ENG_06,engineering__PCA_PART_I_PATIENT_3_90,engineered_representation,none,all,PCA_PART_I_PATIENT_3_90,pca,constructed,lightgbm,2,"{""class_weight"": null, ""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""min_child_samples"": 20, ""n_estimators"": 300, ""num_leaves"": 15, ""reg_lambda"": 5.0, ""subsample"": 0.8, ""subsample_freq"": 1}",predict_proba,230,25,ANYFAMPD | Age | BMI | DOMSIDE | DOPTHERST | DXBRADY | DXPOSINS | DXRIGID | DXTREMOR | FEATPOSHYP | GDS_TOTAL | GROUP_FREEZING_FORM | GROUP_NEUROQOL_FORM | GROUP_PART_III_OFF_STATE | GROUP_PART_III_ON_STATE | GROUP_PART_IV_FORM | MCATOT | NP1CNST | NP1RTOT | NP1SLPD | NP1URIN | PCA_PART_I_PATIENT_3_90 | SCAU14 | SCAU16 | Years_since_PD_diagnosis,51,Years_since_PD_diagnosis | Age | MCATOT | FRZGT12M | SCAU14 | SCAU16 | GDS_TOTAL | NQ_GAUSSIAN_REVISION | NP1RTOT | BMI | NP4TOT | NP3TOT_ON_MAX | NP3GAIT_ON_MAX | NP3PSTBL_ON_MAX | NHY_ON_MAX | NP3TOT_OFF_MAX | NP3GAIT_OFF_MAX | NP3PSTBL_OFF_MAX | NHY_OFF_MAX | FOG_FORM_MISSING | NQ_FORM_MISSING | PART_IV_FORM_MISSING | ON_STATE_AVAILABLE | OFF_STATE_AVAILABLE | DXPOSINS_No | DXPOSINS_Unknown | DXPOSINS_Yes | DXRIGID_No | DXRIGID_Unknown | DXRIGID_Yes | DOPTHERST_Missing | DOPTHERST_No | DOPTHERST_Yes | FEATPOSHYP_No | FEATPOSHYP_Uncertain | FEATPOSHYP_Yes | ANYFAMPD_Missing | ANYFAMPD_No | ANYFAMPD_Yes | DXTREMOR_No | DXTREMOR_Yes | DXBRADY_No | DXBRADY_Unknown | DXBRADY_Yes | DOMSIDE_Left | DOMSIDE_Right | DOMSIDE_Symmetric | DOMSIDE_Unknown | PCA_PART_I_PATIENT_3_90_PC1 | PCA_PART_I_PATIENT_3_90_PC2 | PCA_PART_I_PATIENT_3_90_PC3,0.1946435410027334
S02_ON_OFF,1,direct,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,corrected_fdr,q<=0.05,,raw,not_applicable,catboost,1,"{""auto_class_weights"": ""Balanced"", ""depth"": 4, ""iterations"": 300, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.03}",predict_proba,728,18,ANYFAMPD | Age | DOPTHERST | FEATPOSHYP | GDS_TOTAL | GROUP_FREEZING_FORM | GROUP_NEUROQOL_FORM | GROUP_PART_III_OFF_STATE | GROUP_PART_III_ON_STATE | GROUP_PART_IV_FORM | MCATOT | NP1CNST | NP1RTOT | NP1SLPD | NP1URIN | SCAU14 | SCAU16 | Years_since_PD_diagnosis,35,Years_since_PD_diagnosis | Age | MCATOT | FRZGT12M | SCAU14 | SCAU16 | GDS_TOTAL | NQ_GAUSSIAN_REVISION | NP1RTOT | NP1SLPD | NP1URIN | NP4TOT | NP1CNST | NP3TOT_ON_MAX | NP3GAIT_ON_MAX | NP3PSTBL_ON_MAX | NHY_ON_MAX | NP3TOT_OFF_MAX | NP3GAIT_OFF_MAX | NP3PSTBL_OFF_MAX | NHY_OFF_MAX | FOG_FORM_MISSING | NQ_FORM_MISSING | PART_IV_FORM_MISSING | ON_STATE_AVAILABLE | OFF_STATE_AVAILABLE | DOPTHERST_Missing | DOPTHERST_No | DOPTHERST_Yes | FEATPOSHYP_No | FEATPOSHYP_Uncertain | FEATPOSHYP_Yes | ANYFAMPD_Missing | ANYFAMPD_No | ANYFAMPD_Yes,0.4498126670005149
S02_ON_OFF,1,stage_1,ENG_04,engineering__INT_MOBILITY_X_POSTURAL_STABILITY,engineered_representation,none,all,INT_MOBILITY_X_POSTURAL_STABILITY,interaction,not_constructible,random_forest,7,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""min_samples_leaf"": 5, ""n_estimators"": 300}",predict_proba,728,24,ANYFAMPD | Age | BMI | DOMSIDE | DOPTHERST | DXBRADY | DXPOSINS | DXRIGID | DXTREMOR | FEATPOSHYP | GDS_TOTAL | GROUP_FREEZING_FORM | GROUP_NEUROQOL_FORM | GROUP_PART_III_OFF_STATE | GROUP_PART_III_ON_STATE | GROUP_PART_IV_FORM | MCATOT | NP1CNST | NP1RTOT | NP1SLPD | NP1URIN | SCAU14 | SCAU16 | Years_since_PD_diagnosis,53,Years_since_PD_diagnosis | Age | MCATOT | FRZGT12M | SCAU14 | SCAU16 | GDS_TOTAL | NQ_GAUSSIAN_REVISION | NP1RTOT | BMI | NP1SLPD | NP1URIN | NP4TOT | NP1CNST | NP3TOT_ON_MAX | NP3GAIT_ON_MAX | NP3PSTBL_ON_MAX | NHY_ON_MAX | NP3TOT_OFF_MAX | NP3GAIT_OFF_MAX | NP3PSTBL_OFF_MAX | NHY_OFF_MAX | FOG_FORM_MISSING | NQ_FORM_MISSING | PART_IV_FORM_MISSING | ON_STATE_AVAILABLE | OFF_STATE_AVAILABLE | DXPOSINS_Missing | DXPOSINS_No | DXPOSINS_Unknown | DXPOSINS_Yes | DXRIGID_No | DXRIGID_Unknown | DXRIGID_Yes | DOPTHERST_Missing | DOPTHERST_No | DOPTHERST_Yes | FEATPOSHYP_No | FEATPOSHYP_Uncertain | FEATPOSHYP_Yes | ANYFAMPD_Missing | ANYFAMPD_No | ANYFAMPD_Yes | DXTREMOR_No | DXTREMOR_Unknown | DXTREMOR_Yes | DXBRADY_No | DXBRADY_Unknown | DXBRADY_Yes | DOMSIDE_Left | DOMSIDE_Right | DOMSIDE_Symmetric | DOMSIDE_Unknown,0.23804945899973973
S02_ON_OFF,1,stage_2,SEL_06,raw__corrected_fdr__q<=0.05,selector_configuration,corrected_fdr,q<=0.05,,raw,not_applicable,extra_trees,6,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""min_samples_leaf"": 1, ""n_estimators"": 300}",predict_proba,230,12,GDS_TOTAL | GROUP_FREEZING_FORM | GROUP_NEUROQOL_FORM | GROUP_PART_III_OFF_STATE | GROUP_PART_III_ON_STATE | GROUP_PART_IV_FORM | NP1CNST | NP1RTOT | NP1SLPD | NP1URIN | SCAU14 | Years_since_PD_diagnosis,23,Years_since_PD_diagnosis | FRZGT12M | SCAU14 | GDS_TOTAL | NQ_GAUSSIAN_REVISION | NP1RTOT | NP1SLPD | NP1URIN | NP4TOT | NP1CNST | NP3TOT_ON_MAX | NP3GAIT_ON_MAX | NP3PSTBL_ON_MAX | NHY_ON_MAX | NP3TOT_OFF_MAX | NP3GAIT_OFF_MAX | NP3PSTBL_OFF_MAX | NHY_OFF_MAX | FOG_FORM_MISSING | NQ_FORM_MISSING | PART_IV_FORM_MISSING | ON_STATE_AVAILABLE | OFF_STATE_AVAILABLE,0.2899358750000829
S02_ON_OFF,2,direct,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,extra_trees,threshold=1.25*median,,raw,not_applicable,random_forest,5,"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 5, ""n_estimators"": 300}",predict_proba,728,8,GROUP_FREEZING_FORM | GROUP_NEUROQOL_FORM | GROUP_PART_III_OFF_STATE | GROUP_PART_III_ON_STATE | GROUP_PART_IV_FORM | NP1CNST | NP1URIN | Years_since_PD_diagnosis,19,Years_since_PD_diagnosis | FRZGT12M | NQ_GAUSSIAN_REVISION | NP1URIN | NP4TOT | NP1CNST | NP3TOT_ON_MAX | NP3GAIT_ON_MAX | NP3PSTBL_ON_MAX | NHY_ON_MAX | NP3TOT_OFF_MAX | NP3GAIT_OFF_MAX | NP3PSTBL_OFF_MAX | NHY_OFF_MAX | FOG_FORM_MISSING | NQ_FORM_MISSING | PART_IV_FORM_MISSING | ON_STATE_AVAILABLE | OFF_STATE_AVAILABLE,0.3341980829973181
S02_ON_OFF,2,stage_1,SEL_03,raw__l1__C=0.1,selector_configuration,l1,C=0.1,,raw,not_applicable,rbf_svc,11,"{""C"": 1.0, ""class_weight"": ""balanced"", ""gamma"": 0.1}",predict_proba,728,12,Age | BMI | DOPTHERST | GDS_TOTAL | GROUP_FREEZING_FORM | GROUP_NEUROQOL_FORM | GROUP_PART_III_OFF_STATE | GROUP_PART_III_ON_STATE | GROUP_PART_IV_FORM | MCATOT | NP1CNST | NP1RTOT,25,Age | MCATOT | FRZGT12M | GDS_TOTAL | NQ_GAUSSIAN_REVISION | NP1RTOT | BMI | NP4TOT | NP1CNST | NP3TOT_ON_MAX | NP3GAIT_ON_MAX | NP3PSTBL_ON_MAX | NHY_ON_MAX | NP3TOT_OFF_MAX | NP3GAIT_OFF_MAX | NP3PSTBL_OFF_MAX | NHY_OFF_MAX | FOG_FORM_MISSING | NQ_FORM_MISSING | PART_IV_FORM_MISSING | ON_STATE_AVAILABLE | OFF_STATE_AVAILABLE | DOPTHERST_Missing | DOPTHERST_No | DOPTHERST_Yes,0.1399600000004284
S02_ON_OFF,2,stage_2,SEL_07,raw__extra_trees__threshold=median,selector_configuration,extra_trees,threshold=median,,raw,not_applicable,lightgbm,7,"{""class_weight"": ""balanced"", ""colsample_bytree"": 0.8, ""learning_rate"": 0.08, ""min_child_samples"": 20, ""n_estimators"": 300, ""num_leaves"": 15, ""reg_lambda"": 5.0, ""subsample"": 0.8, ""subsample_freq"": 1}",predict_proba,230,12,ANYFAMPD | DOMSIDE | DOPTHERST | DXTREMOR | GROUP_FREEZING_FORM | GROUP_NEUROQOL_FORM | GROUP_PART_III_OFF_STATE | GROUP_PART_III_ON_STATE | GROUP_PART_IV_FORM | NP1URIN | SCAU14 | Years_since_PD_diagnosis,32,Years_since_PD_diagnosis | FRZGT12M | SCAU14 | NQ_GAUSSIAN_REVISION | NP1URIN | NP4TOT | NP3TOT_ON_MAX | NP3GAIT_ON_MAX | NP3PSTBL_ON_MAX | NHY_ON_MAX | NP3TOT_OFF_MAX | NP3GAIT_OFF_MAX | NP3PSTBL_OFF_MAX | NHY_OFF_MAX | FOG_FORM_MISSING | NQ_FORM_MISSING | PART_IV_FORM_MISSING | ON_STATE_AVAILABLE | OFF_STATE_AVAILABLE | DOPTHERST_Missing | DOPTHERST_No | DOPTHERST_Yes | ANYFAMPD_Missing | ANYFAMPD_No | ANYFAMPD_Yes | DXTREMOR_No | DXTREMOR_Unknown | DXTREMOR_Yes | DOMSIDE_Left | DOMSIDE_Right | DOMSIDE_Symmetric | DOMSIDE_Unknown,0.2915224999997008
S02_ON_OFF,3,direct,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,extra_trees,threshold=1.25*median,,raw,not_applicable,random_forest,5,"{""class_weight"": ""balanced"", ""max_depth"": null, ""min_samples_leaf"": 5, ""n_estimators"": 300}",predict_proba,728,10,ANYFAMPD | GROUP_FREEZING_FORM | GROUP_NEUROQOL_FORM | GROUP_PART_III_OFF_STATE | GROUP_PART_III_ON_STATE | GROUP_PART_IV_FORM | NP1CNST | NP1RTOT | NP1URIN | Years_since_PD_diagnosis,23,Years_since_PD_diagnosis | FRZGT12M | NQ_GAUSSIAN_REVISION | NP1RTOT | NP1URIN | NP4TOT | NP1CNST | NP3TOT_ON_MAX | NP3GAIT_ON_MAX | NP3PSTBL_ON_MAX | NHY_ON_MAX | NP3TOT_OFF_MAX | NP3GAIT_OFF_MAX | NP3PSTBL_OFF_MAX | NHY_OFF_MAX | FOG_FORM_MISSING | NQ_FORM_MISSING | PART_IV_FORM_MISSING | ON_STATE_AVAILABLE | OFF_STATE_AVAILABLE | ANYFAMPD_Missing | ANYFAMPD_No | ANYFAMPD_Yes,0.3360566670016851
S02_ON_OFF,3,stage_1,SEL_03,raw__l1__C=0.1,selector_configuration,l1,C=0.1,,raw,not_applicable,extra_trees,7,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""min_samples_leaf"": 5, ""n_estimators"": 300}",predict_proba,728,13,Age | BMI | DXBRADY | GROUP_FREEZING_FORM | GROUP_NEUROQOL_FORM | GROUP_PART_III_OFF_STATE | GROUP_PART_III_ON_STATE | GROUP_PART_IV_FORM | MCATOT | NP1CNST | NP1RTOT | NP1URIN | Years_since_PD_diagnosis,26,Years_since_PD_diagnosis | Age | MCATOT | FRZGT12M | NQ_GAUSSIAN_REVISION | NP1RTOT | BMI | NP1URIN | NP4TOT | NP1CNST | NP3TOT_ON_MAX | NP3GAIT_ON_MAX | NP3PSTBL_ON_MAX | NHY_ON_MAX | NP3TOT_OFF_MAX | NP3GAIT_OFF_MAX | NP3PSTBL_OFF_MAX | NHY_OFF_MAX | FOG_FORM_MISSING | NQ_FORM_MISSING | PART_IV_FORM_MISSING | ON_STATE_AVAILABLE | OFF_STATE_AVAILABLE | DXBRADY_No | DXBRADY_Unknown | DXBRADY_Yes,1.682521500002622
S02_ON_OFF,3,stage_2,SEL_08,raw__extra_trees__threshold=1.25*median,selector_configuration,extra_trees,threshold=1.25*median,,raw,not_applicable,hist_gradient_boosting,2,"{""class_weight"": null, ""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_leaf_nodes"": 15}",predict_proba,230,11,ANYFAMPD | DOMSIDE | GROUP_FREEZING_FORM | GROUP_NEUROQOL_FORM | GROUP_PART_III_OFF_STATE | GROUP_PART_III_ON_STATE | GROUP_PART_IV_FORM | NP1RTOT | NP1URIN | SCAU14 | Years_since_PD_diagnosis,27,Years_since_PD_diagnosis | FRZGT12M | SCAU14 | NQ_GAUSSIAN_REVISION | NP1RTOT | NP1URIN | NP4TOT | NP3TOT_ON_MAX | NP3GAIT_ON_MAX | NP3PSTBL_ON_MAX | NHY_ON_MAX | NP3TOT_OFF_MAX | NP3GAIT_OFF_MAX | NP3PSTBL_OFF_MAX | NHY_OFF_MAX | FOG_FORM_MISSING | NQ_FORM_MISSING | PART_IV_FORM_MISSING | ON_STATE_AVAILABLE | OFF_STATE_AVAILABLE | ANYFAMPD_Missing | ANYFAMPD_No | ANYFAMPD_Yes | DOMSIDE_Left | DOMSIDE_Right | DOMSIDE_Symmetric | DOMSIDE_Unknown,0.323289374999149
S02_ON_OFF,4,direct,ENG_02,engineering__INT_MOTOR_X_COGNITION,engineered_representation,none,all,INT_MOTOR_X_COGNITION,interaction,not_constructible,catboost,1,"{""auto_class_weights"": ""Balanced"", ""depth"": 4, ""iterations"": 300, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.03}",predict_proba,728,24,ANYFAMPD | Age | BMI | DOMSIDE | DOPTHERST | DXBRADY | DXPOSINS | DXRIGID | DXTREMOR | FEATPOSHYP | GDS_TOTAL | GROUP_FREEZING_FORM | GROUP_NEUROQOL_FORM | GROUP_PART_III_OFF_STATE | GROUP_PART_III_ON_STATE | GROUP_PART_IV_FORM | MCATOT | NP1CNST | NP1RTOT | NP1SLPD | NP1URIN | SCAU14 | SCAU16 | Years_since_PD_diagnosis,53,Years_since_PD_diagnosis | Age | MCATOT | FRZGT12M | SCAU14 | SCAU16 | GDS_TOTAL | NQ_GAUSSIAN_REVISION | NP1RTOT | BMI | NP1SLPD | NP1URIN | NP4TOT | NP1CNST | NP3TOT_ON_MAX | NP3GAIT_ON_MAX | NP3PSTBL_ON_MAX | NHY_ON_MAX | NP3TOT_OFF_MAX | NP3GAIT_OFF_MAX | NP3PSTBL_OFF_MAX | NHY_OFF_MAX | FOG_FORM_MISSING | NQ_FORM_MISSING | PART_IV_FORM_MISSING | ON_STATE_AVAILABLE | OFF_STATE_AVAILABLE | DXPOSINS_Missing | DXPOSINS_No | DXPOSINS_Unknown | DXPOSINS_Yes | DXRIGID_No | DXRIGID_Unknown | DXRIGID_Yes | DOPTHERST_Missing | DOPTHERST_No | DOPTHERST_Yes | FEATPOSHYP_No | FEATPOSHYP_Uncertain | FEATPOSHYP_Yes | ANYFAMPD_Missing | ANYFAMPD_No | ANYFAMPD_Yes | DXTREMOR_No | DXTREMOR_Unknown | DXTREMOR_Yes | DXBRADY_No | DXBRADY_Unknown | DXBRADY_Yes | DOMSIDE_Left | DOMSIDE_Right | DOMSIDE_Symmetric | DOMSIDE_Unknown,0.2600080829979561
